,ISO,RANK_FREEDOM,COUNTRY,ABUSE_SCORE,PROGRESS_FREEDOM,Rank 2018,Score 2018,ZONE,culture,wld.reg1,gene.5ht,hpp.9,hpp.z9,hpp.z8xl,hpp.z8xt,hpp.z7,hpp.z6,hpp.bst,hpp.ind.bst,gdp.who,gdp.wb,gdp.fact,pop.dens,lat.popu,lat.cent,new.gini,sexratio,sex.rat,soi.tot,soi.male,soi.fem,soi.sexd,b5m.neu,b5m.ext,b5m.ope,b5m.agr,b5m.con,acqui.m,b5s.ext,b5s.agr,b5s.con,b5s.neu,b5s.ope,b5.2.ext,b5.2.ope,b5.2.neu,b5.2.agr,b5.2.con,ind.hof,ind.suh,col.gelf,col.pron,food.spc,food.plt,food.per,pat.lei,pat.sch,pat.fil,pat.lep,pat.thu,pat.mal,pat.trp,pat.tb,pat.den,conform,wvs.ind,wvs.obe,wvs.rac,wvs.rel1,hdi,lif.sat,sat.inq,left.wri,left.gen,b5fs.n1,b5fs.n2,b5fs.n3,b5fs.n4,b5fs.n5,b5fs.n6,b5fs.e1,b5fs.e2,b5fs.e3,b5fs.e4,b5fs.e5,b5fs.e6,b5fs.o1,b5fs.o2,b5fs.o3,b5fs.o4,b5fs.o5,b5fs.o6,b5fs.a1,b5fs.a2,b5fs.a3,b5fs.a4,b5fs.a5,b5fs.a6,b5fs.c1,b5fs.c2,b5fs.c3,b5fs.c4,b5fs.c5,b5fs.c6,b5fo.n1,b5fo.n2,b5fo.n3,b5fo.n4,b5fo.n5,b5fo.n6,b5fo.e1,b5fo.e2,b5fo.e3,b5fo.e4,b5fo.e5,b5fo.e6,b5fo.o1,b5fo.o2,b5fo.o3,b5fo.o4,b5fo.o5,b5fo.o6,b5fo.a1,b5fo.a2,b5fo.a3,b5fo.a4,b5fo.a5,b5fo.a6,b5fo.c1,b5fo.c2,b5fo.c3,b5fo.c4,b5fo.c5,b5fo.c6,b5avgn,b5avge,b5avgo,b5avga,b5avgc,b5avgsd,dom.viol,free.pr,free.cl,free.2,prop.rts,indx.dem
59,HTI,62,Haiti,29,-2,60,"26,82",Amériques,Haiti,5,,,,0.108711861246959,,-0.007120820364544809,-0.0018214486119132699,0.11,-0.007120820364544809,,1782,,,,,59.2,,97.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,,2,2,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 28,4,5,9,10,02. Sep
60,BIH,63,Bosnia and Herzegovina,"29,02",-1,62,"27,37",UE Balkans,Bosnia & Herzo.,1,,13,0.00361215949381756,-0.00181171806597687,0.0321791304250904,0.0300614090612214,-0.120596559616575,0.00361215949381756,0.00361215949381756,,6148,,,,,56.2,,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,2,3,3,0,2,2,,,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,6,10,26. Jan
61,HRV,64,Croatia,"29,03",5,69,"28,94",UE Balkans,Croatia,1,,9,-0.44103991817345894,-0.362504614899276,-0.468054456950596,-0.38215904446255,-0.439366043392919,-0.44103991817345894,-0.44103991817345894,11406,12187,13200,1.901,46,45,29,0.9890000000000001,92.8,42.98,57.35,32.15,0.95,49.3,50.9,49.1,48.4,50.3,514,51.7,45.2,46.02,46.16,48,102.6,97.1,95.46,93.6,96.32,33,,,1,,,,0,0,1,1,3,2,0,2,0,,63.6,21. Mar,19. May,05. Sep,0.841,05. Sep,02. May,,,50.5,52.2,52.1,51.8,46.7,50.5,43,49.6,45.3,51.7,44.7,48,48.9,53.2,47.7,44.5,49.7,44.9,45.5,46.2,47.6,47,48.5,50.6,47.6,50.2,51.5,54.6,48.5,51.8,48.8,51,49,47.9,51.5,48.5,47.4,50.5,50.2,51.2,48.7,51.4,50.4,48.4,50.6,48.6,49.5,50.9,50.2,49.1,50.7,47.8,50.5,48.5,50.6,50.5,49.5,52.4,49.7,48.3,52.8,45.1,49,47.5,53.2,10. Aug,,2,2,4,30,28. Jul
62,GRC,65,Greece,"29,08",9,74,"29,19",UE Balkans,Greece,1,,14,0.0759491476319543,0.07956739358942701,0.256616272140976,0.286560999593662,0.178652962671273,0.0759491476319543,0.0759491476319543,21437,22790,23500,1.913,38,39,33,0.998,98.1,32.38,43.43,24.32,Jan 18,,,,,,,48.6,52.42,47.45,53.19,51.53,,,,,,35,May 25,May 27,1,04. Apr,28,0.157142857142857,3,0,0,2,3,3,0,1,2,,58.3,10. Aug,14. Apr,03. Mar,0.912,,02. Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jun 68,1,2,3,50,36.1
63,NER,66,Niger,"29,26",-3,63,"27,4",Afrique,Niger,4,,18,0.5095012930417671,0.567313557175466,0.45824637560605197,0.516995403553749,0.609647479292763,0.5095012930417671,0.5095012930417671,,832,,,,,50.5,,100.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,1,2,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02. Feb,3,3,6,30,07. Jun
64,JPN,67,Japan,"29,36",0,67,"28,64",Asie-Pacifique,Japan,2,80.25,17,0.42502047808715604,0.332731949809142,0.36320545878211496,0.248902137992236,0.296872002804331,0.42502047808715604,0.42502047808715604,30039,29619,33100,2.532,36,36,38.1,1.014,95.3,24. Jan,32.47,20.72,0.63,50.7,49.4,51.2,48.8,49.5,486,46.73,42.21,37.82,57.87,41.53,96.13,92.73,108.57,91.01,87.32,46,04. Mar,Apr 63,1,02. Jan,13,0.16153846153846202,0,2,2,3,2,2,0,3,3,Jan 42,81.8,06. May,,01. Jul,0.943,06. Feb,02. Jan,Jan 43,5,56,52.4,56.7,53.5,52.3,62.6,41.3,47.2,45.3,45.4,44.5,46,52.2,52.6,48.4,51.2,49.2,43.9,47.9,49.7,35.9,51.2,46.4,44.7,34.9,45.6,43.2,45.9,39.8,48,50.7,50.1,51.1,48.9,50.4,52.9,49.6,49.9,51.1,52.5,50,50.2,49.8,52.6,51.8,52.4,49.5,46.1,50.4,51.5,44.4,52.3,46.6,46.6,48,48.6,48.9,50.6,48.9,47.9,55.3,41.7,51.7,47.7,42.6,09. Jul,May 57,1,2,3,70,24. Apr
65,MWI,68,Malawi,"29,36",-4,64,"27,43",Afrique,Malawi,4,,20,0.730691733266121,0.6766121118854781,0.70708562085845,0.6419080375080479,0.5932245069047231,0.730691733266121,0.730691733266121,,555,,,,,39,,98.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,2,3,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 17,4,3,7,50,20. Aug
66,SYC,69,Seychelles,"29,41",16,85,"30,17",Afrique,Seychelles,4,,,,,-0.54328602568383,-0.627613055063259,-0.8878834344284681,-0.54,-0.627613055063259,,17046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,6,50,
67,MNG,70,Mongolia,"29,51",1,71,"29,05",Asie-Pacifique,Mongolia,2,,,,-0.5635519278027901,,-0.775422293564259,-0.736018788676858,-0.56,-0.775422293564259,,1836,2900,,,,32.8,,98.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,2,1,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01. Jan,2,2,4,30,18. Mar
68,CIV,71,Ivory Coast,"29,52",11,82,"30,08",Afrique,Ivory Coast,4,,23,105.680.457.856.254,104.348.906.284.395,10.739.625.718.169.200,106.119.598.146.059,108.239.377.484.935,105.680.457.856.254,105.680.457.856.254,,1455,,,,,44.6,,104.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,2,3,3,3,2,,,,,,,,,6,07. Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01. Jan,6,6,12,30,05. Jul
69,TUN,72,Tunisia,"29,61",25,97,"30,91",MENA,Tunisia,4,,21,0.81094031803864,0.9064324602969491,0.797365278727535,0.9045598642640149,0.8996516381200179,0.81094031803864,0.81094031803864,,7593,7400,,,,40,,101.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,3,3,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 92,6,5,11,50,01. Jun
70,HKG,73,Hong Kong,"29,65",-3,70,"29,04",Asie-Pacifique,Hong Kong,2,,16,0.269259341118489,0.43658205180416493,0.187974179692364,0.36758796884369,0.435338805464361,0.269259341118489,0.269259341118489,,30537,36500,3.826,22,22,53.3,0.948,91.7,22. Sep,29.88,19.21,0.63,50.5,46.2,47.3,46.9,49.6,522,46.91,42.69,41.53,52.41,41.64,93.11,88.94,102.91,89.59,91.13,25,Apr 75,May 32,1,,,,1,2,3,1,1,2,0,3,3,Jan 93,,,,,0.9159999999999999,,,,,53.1,48.4,52.8,55.2,46,59.2,45,43.7,43.9,45.5,36.5,40.1,45.6,52.1,43.6,47,46.6,47.4,48.6,55.4,40.7,57.4,48.1,52.4,40.3,48.6,48.6,48.7,48.7,53.4,50.4,52.9,51.1,49.8,48.6,53,48.6,47.6,48.8,47.9,47.5,45.2,47.6,47.6,47.6,48,48,46.9,47.4,46,44.9,47.8,45.7,48.7,46.1,51.2,49.6,48.5,49.1,50.3,53.3,37.6,49.2,54.6,49.2,09. Jul,May 57,,,,90,
71,CTU,74,Northern Cyprus,"29,67",3,77,"29,59",UE Balkans,Cyprus,1,,10,-0.344739191335406,-0.393706987748854,-0.216658109197305,-0.254324007650087,-0.4523795457797679,-0.344739191335406,-0.344739191335406,15602,22766,,,35,,29,10.270.000.000.000.000,94.8,,,,,,,,,,,49.1,51.16,48.49,51.44,49.36,,,,,,,,,,,,,0,2,0,2,0,3,0,1,2,,,,,,0.8909999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jul 29,1,1,2,90,34.8
72,TGO,76,Togo,"29,69",10,86,"30,23",Afrique,Togo,4,,24,116.076.861.724.002,11.604.486.063.561.200,119.092.211.532.909,11.948.640.311.887.800,12.383.398.328.655.700,116.076.861.724.002,116.076.861.724.002,,1581,,,,,,,97.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feb 71,6,5,11,30,8
73,MLT,77,Malta,"29,74",-12,65,"27,44",UE Balkans,Malta,1,,9,-0.41128910696758003,-0.608116333377436,-0.291526764283501,-0.49936325979703905,-0.7382586732845451,-0.41128910696758003,-0.41128910696758003,18308,19072,20300,31.039.999.999.999.900,36,36,26,1.024,98.8,31.27,40.56,25.17,0.64,53.1,50.5,48.5,49.4,51.6,518,50.45,49.56,45.97,52.35,50.66,100.95,99.16,105.45,98.96,97.57,59,,,,,,,1,0,0,3,0,3,0,1,1,,30. May,39.9,18. Jun,31.9,0.867,8,01. Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1,52.9,52.2,51,51,51,51.3,49.3,49.3,51.1,50.6,48.8,48.7,48,51.4,49,49.3,50.7,46.4,51.1,51.5,48.2,51.7,48.5,51.3,50.1,50.9,48.9,51.3,49.8,,,,,,,Mar 69,1,1,2,90,33.7
74,LSO,78,Lesotho,"29,74",-10,68,"28,78",Afrique,Lesotho,4,,13,0.00532994141709764,0.00012078659771323799,-0.10894639497170099,-0.13122490567796902,-0.146609548144241,0.00532994141709764,0.00532994141709764,,2312,,,,,63.2,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,3,2,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03. Apr,2,3,5,40,0.7
75,PAN,79,Panama,"29,78",12,91,"30,56",Amériques,Panama,6,,14,0.0938805752461389,0.0997402496553847,0.27678912820693297,0.30961569224047103,0.20555010409254898,0.0938805752461389,0.0938805752461389,8103,7081,7900,Jan 63,9,9,56.1,10.270.000.000.000.000,101.8,,,,,,,,,,,,,,,,,,,,,11,,,1,,,,2,0,1,2,0,3,2,1,3,,,,,,0.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 13,1,2,3,30,25
76,BTN,80,Bhutan,"29,81",14,94,"30,73",Asie-Pacifique,Bhutan,2,,17,0.44273318435333603,0.35265874435859396,0.38313225333156703,0.271675617477324,0.32344106220359997,0.44273318435333603,0.44273318435333603,,,,,,,,,110.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,3,2,2,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,11,60,0
77,SLV,81,El Salvador,"29,81",-15,66,"27,78",Amériques,El Salvador,6,,16,0.30426979246742103,0.33642811902932696,0.37041896752039394,0.41662122288442605,0.33038988984383,0.30426979246742103,0.30426979246742103,4793,5129,4900,2.525,13,14,52.4,0.91,90.5,,,,,,,,,,,,,,,,,,,,,19,,May 35,1,,,,2,0,2,2,2,3,1,2,2,,35.6,62.4,,,0.722,07. Feb,02. Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feb 83,2,3,5,50,09. Feb
78,ALB,82,Albania,"29,84",-7,75,"29,49",UE Balkans,Albania,1,,11,-0.250440430424282,-0.148080191181453,-0.11057200317229099,0.0263923312840849,-0.12487715035656698,-0.250440430424282,-0.250440430424282,5420,4426,5600,2.119,,41,26. Jul,01. May,98,,,,,,,,,,,,,,,,,,,,,,,May 74,,,,,2,0,0,1,2,3,0,1,2,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02. Mar,3,3,6,30,25
79,KGZ,83,Kyrgyzstan,"29,92",15,98,31,EEAC,Kyrgyzstan,2,,,,-0.21749900208586398,,-0.379933235602057,-0.43676926638901004,-0.22,-0.379933235602057,,1911,2000,,,,30. Mar,,97.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,2,2,0,3,0,,,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,9,25,10. Jan
80,TLS,84,East Timor,"29,93",11,95,"30,81",Asie-Pacifique,East Timor (-Leste),3,,15,0.236709303199,0.12088187805996699,0.15135538703294,0.006787770278892971,-0.147749138195958,0.236709303199,0.236709303199,,,,,,,38,,103.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,3,0,3,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,7,20,
81,PER,85,Peru,"30,22",3,88,"30,27",Amériques,Peru,6,,15,0.232749549638398,0.25596784584667603,0.146900664277261,0.161171733463703,0.19451986418770897,0.232749549638398,0.232749549638398,5671,5564,6400,Jan 35,12,10,49.8,1.013,100.6,34.59,51.68,21.23,1,48.5,50.1,48.9,48.5,48.7,501,48.35,43.64,47.36,53.39,51.29,98.45,100.19,101.89,92.14,96.06,16,02. Aug,,1,,,,3,0,0,2,2,2,1,3,2,,38.6,56.2,11. Feb,16. Jun,0.762,,02. Jul,,,53.5,47.7,51.5,49.5,48.9,52.8,45,48.7,49.6,46.7,45.8,48.7,50.6,52.3,45.4,47,49.6,45.4,45.5,48.1,45.4,49.6,46,51.9,47.8,46.5,49.4,53.1,44.8,50.9,49.5,47.6,48.7,50.3,51.1,50.4,48.2,49,50.8,49.4,51,50.5,50.5,48.5,47.3,50.2,50.1,47.9,48.2,48.9,50,49.8,46.4,49.2,49.4,48.3,48.6,50.5,49.3,49.1,50.8,45.5,50,48.6,49,09. Aug,May 46,2,3,5,40,18. Sep
82,SLE,86,Sierra Leone,"30,36",-7,79,"29,98",Afrique,Sierra Leone,4,,22,0.943623076295639,0.916159872793685,0.9466333817666569,0.915676907117428,0.912621521449,0.943623076295639,0.943623076295639,,754,,,,,62.9,,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feb 94,4,3,7,10,0
83,HUN,87,Hungary,"30,44",-14,73,"29,11",UE Balkans,Hungary,1,41.71,4,-0.99811019689956,-0.849667987923754,-0.9517004904569781,-0.775422293564259,-0.736018788676858,-0.99811019689956,-0.99811019689956,15826,16746,17300,2.033,48,47,28,0.972,90.4,,,,,,,,,,,,,,,,,,,,,80,6,May 25,0,3,18,0.166666666666667,0,0,0,0,2,1,0,1,0,,71,34.8,18. Jun,01. Feb,0.862,05. May,02. Jul,,,49.8,50.6,53.7,51.1,50.4,53.9,46.2,50.2,47.4,51,48.6,49.1,53.3,56.4,53.4,48.9,52.6,49,45.6,47,48.4,47.2,49.3,47,42.5,51.8,51.2,50.3,45.8,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.8,47.1,53.7,47.9,50,12. Mar,Apr 93,1,1,2,70,25. Apr
84,ISR,88,Israel,"30,8",-1,87,"30,26",MENA,Israel,1,49.26,18,0.5206043922728399,0.579804543810424,0.4707373622410089,0.531270816850843,0.464147749471318,0.5206043922728399,0.5206043922728399,22731,26079,26200,02. May,32,32,38.6,1.015,98,40.95,53.99,31.71,0.83,,,,,,,48.65,49.44,52.4,49.27,50.95,,,,,,54,,04. Jul,1,03. Sep,27,0.144444444444444,3,0,2,2,3,3,0,3,2,,68.6,16. Mar,,,0.915,06. Jul,02. Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 23,1,2,3,70,26. Apr
85,GNB,89,Guinea Bissau,"30,95",-6,83,"30,09",Afrique,Guinea-Bissau,4,,23,105.680.457.856.254,104.348.906.284.395,10.739.625.718.169.200,106.119.598.146.059,108.239.377.484.935,105.680.457.856.254,105.680.457.856.254,,782,,,,,,,98.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,8,20,10. May
86,SRB,90,Republic of Serbia,"31,18",-14,76,"29,58",UE Balkans,Serbia,1,,11,-0.22860224646953894,-0.123512234232367,-0.22906207628368602,-0.109024895128938,-0.282863914505094,-0.22860224646953894,-0.22860224646953894,4272,,4400,02. Jun,45,44,30,,97.8,38.72,48.99,31.89,0.71,49.3,49.3,51.6,48.4,51.7,528,51.95,47.64,47.53,50.17,52.44,101.25,104.04,99.47,96.04,99.23,25,,,,,,,2,0,0,1,3,3,0,2,0,,60.8,39,6,03. Feb,,05. Jan,02. Jul,,,49.7,49.6,48.8,47.1,50.5,49.3,47.6,52.5,46.9,51.2,47.1,49,53.5,59.1,54.5,51.2,53.9,48.4,47.1,49.5,48.9,46.4,46,49.5,46.9,50.3,51.3,54.2,47.7,51,48.8,50.8,47.5,48.2,52.2,47.7,48.9,49.9,47.9,49.9,49.7,48.4,51,51.5,52.8,48.5,50.6,51.9,50.1,49.3,49.9,47.5,46.3,49.8,52.8,50.1,51.9,52.2,51.6,50.3,51.1,47.6,56,48,51.7,10. Jul,Mar 71,3,2,5,40,22. Aug
87,MDA,91,Moldova,"31,21",-10,81,"30,01",EEAC,Moldova,1,,10,-0.3113311630744,-0.495663646497609,-0.179074077403673,-0.37084590336295004,-0.42616737877671995,-0.3113311630744,-0.3113311630744,,1649,,,,,33.2,,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,3,2,0,1,1,,,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,7,40,10. Mar
88,GMB,92,Gambia,"31,35",30,122,"38,36",Afrique,Gambia,4,,22,0.943623076295639,0.916159872793685,0.9466333817666569,0.915676907117428,0.912621521449,0.943623076295639,0.943623076295639,,1826,,,,,50.2,,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,8,30,10. May
89,LBR,93,Liberia,"31,49",-4,89,"30,33",Afrique,Liberia,4,,20,0.7264009633804691,0.8113256863065059,0.7022585047370911,0.7958664082749369,0.77284260613276,0.7264009633804691,0.7264009633804691,,,,,,,,,98.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,3,4,7,25,05. Feb
90,MRT,94,Mauritania,"31,65",-22,72,"29,09",Afrique,Mauritania,4,,16,0.30598757439070096,0.338360623693017,0.229293442123603,0.255334908145235,0.30437690131616396,0.30598757439070096,0.30598757439070096,,2109,1800,,,,39,,102.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02. Feb,5,4,9,25,04. Feb
91,MKD,95,Macedonia,"31,66",14,109,"32,43",UE Balkans,Macedonia,1,,11,-0.247586703264287,-0.144869748126458,-0.107361560117296,0.0300614090612214,-0.120596559616575,-0.247586703264287,-0.247586703264287,,6617,,,,,39,,99.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,3,3,0,1,2,,,14. Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,6,30,20
92,BEN,96,Benin,"31,74",-12,84,"30,16",Afrique,Benin,4,,22,0.9338560830903109,0.9051720054376909,10.787.035.444.711.500,106.661.423.592.256,108.871.507.172.165,0.9338560830903109,0.9338560830903109,,1015,,,,,36.5,,101.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,2,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mar 69,2,2,4,30,07. Feb
93,ECU,97,Ecuador,"31,88",-5,92,"30,56",Amériques,Ecuador,6,,16,0.341346140076032,0.37813901008901396,0.2690718285196,0.300795921169232,0.35741474984416,0.341346140076032,0.341346140076032,4620,3840,4500,1.696,2,2,46,0.993,100.6,,,,,,,,,,,,,,,,,,,,,8,,May 81,1,,,,2,0,1,2,2,2,2,3,2,,,,,,0.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 16,3,3,6,25,14. Feb
94,MDV,98,Maldives,"32,16",22,120,"37,95",Asie-Pacifique,Maldives,2,,,,,,,-0.901082099044668,-0.9,-0.9,,,,,,,,,102.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feb 83,6,5,11,30,3
95,PRY,99,Paraguay,"32,4",8,107,"32,32",Amériques,Paraguay,6,,,,0.12480999192352099,,0.174771934763505,0.210386765704145,0.12,0.174771934763505,,4433,,,,,56.8,,102.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr 49,3,3,6,30,11
96,KEN,100,Kenya,"32,44",-4,96,"30,82",Afrique,Kenya,4,,22,0.9473332463541,0.9203338141094541,0.9508073230824259,0.920447125764021,0.9181867765366909,0.9473332463541,0.9473332463541,1586,1019,1200,18.119.999.999.999.900,2,1,42.5,1.004,99.7,,,,,,,,,,,,,,,,,,,,,27,,,1,05. Apr,8,0.675,3,2,3,3,1,3,2,3,2,,,,,,0.474,,02. May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jun 32,3,3,6,30,08. Apr
